Tanggal,Temperatur minimum (°C),Temperatur maksimum (°C),Temperatur rata-rata (°C),Kelembapan rata-rata (%),Curah hujan (mm),Lamanya penyinaran matahari (jam),Kecepatan angin maksimum (m/s),Arah angin saat kecepatan maksimum (°),Kecepatan angin rata-rata (m/s),is_calm,wind_sin,wind_cos
2024-06-28,27.4,33.4,29.6,78.0,2.5,5.5,5.0,300.0,1.0,1,0.0,0.0
2024-06-29,27.0,33.3,28.8,82.0,7.7,6.5,4.0,320.0,1.0,1,0.0,0.0
2024-06-30,25.4,33.0,29.4,76.0,3.0,0.6,7.0,330.0,2.0,1,0.0,0.0
2024-07-01,26.0,32.0,29.0,77.0,0.9,6.0,4.0,310.0,1.0,1,0.0,0.0
2024-07-01,26.0,32.0,27.9,83.0,0.0,3.4,4.6,275.6,1.1,1,0.0,0.0
2024-07-02,25.6,30.8,28.5,81.0,0.6,2.5,4.0,310.0,0.0,1,0.0,0.0
2024-07-02,26.4,32.7,28.7,82.0,0.0,3.2,4.6,303.7,1.0,1,0.0,0.0
2024-07-03,26.6,32.4,28.1,79.0,0.0,1.3,6.0,360.0,1.0,1,0.0,0.0
2024-07-03,26.2,32.0,28.5,79.0,0.0,3.8,3.6,300.8,1.0,1,0.0,0.0
2024-07-04,25.3,31.8,27.8,84.0,7.3,1.9,4.4,302.4,1.2,1,0.0,0.0
2024-07-04,25.6,32.6,27.1,84.0,2.5,5.8,5.0,360.0,1.0,1,0.0,0.0
2024-07-05,26.4,32.3,28.6,81.0,0.1,4.3,3.9,298.9,1.0,1,0.0,0.0
2024-07-05,24.6,32.2,27.0,84.0,14.5,1.6,4.0,140.0,1.0,1,0.0,0.0
2024-07-06,25.3,30.9,26.2,90.0,10.1,2.4,4.5,300.6,0.8,1,0.0,0.0
2024-07-06,24.6,28.4,24.8,92.0,15.3,4.2,3.0,120.0,0.0,1,0.0,0.0
2024-07-07,23.6,30.4,27.4,81.0,49.3,0.5,3.0,140.0,0.0,1,0.0,0.0
2024-07-07,24.9,31.9,28.1,82.0,28.5,1.7,4.2,290.4,1.0,1,0.0,0.0
2024-07-08,26.8,33.6,29.4,73.6,0.0,4.9,4.0,360.0,1.0,1,0.0,0.0
2024-07-08,26.8,33.2,29.5,76.4,0.3,5.3,4.2,304.7,1.0,1,0.0,0.0
2024-07-09,24.8,31.6,28.1,83.0,54.0,7.0,5.0,310.0,1.0,1,0.0,0.0
2024-07-09,25.3,29.4,25.3,91.0,20.6,3.1,4.0,261.1,0.3,1,0.0,0.0
2024-07-10,25.0,33.2,28.7,76.0,1.6,2.0,4.0,360.0,1.0,1,0.0,0.0
2024-07-10,26.0,31.2,27.4,88.0,0.0,2.3,4.2,258.5,1.1,1,0.0,0.0
2024-07-11,26.2,33.2,28.6,76.0,0.0,5.3,3.0,310.0,1.0,1,0.0,0.0
2024-07-11,25.7,32.1,27.4,84.0,1.2,3.1,4.5,283.9,1.0,1,0.0,0.0
2024-07-12,25.9,32.2,27.9,82.0,0.0,3.2,4.5,277.3,1.0,1,0.0,0.0
2024-07-12,26.0,33.4,28.8,67.0,0.0,6.8,7.0,360.0,2.0,1,0.0,0.0
2024-07-13,24.0,32.8,28.3,67.0,0.0,5.5,3.0,10.0,1.0,1,0.0,0.0
2024-07-13,26.3,31.4,28.2,91.0,0.0,2.3,4.0,238.8,0.8,1,0.0,0.0
2024-07-14,26.0,31.1,27.5,91.0,0.0,2.5,4.0,235.4,0.7,1,0.0,0.0
2024-07-14,25.0,32.0,28.0,66.0,0.0,6.5,3.0,80.0,1.0,1,0.0,0.0
2024-07-15,24.2,32.8,27.4,68.0,0.0,7.0,4.0,330.0,1.0,1,0.0,0.0
2024-07-15,25.9,32.0,27.7,81.0,0.0,2.8,4.3,274.7,1.0,1,0.0,0.0
2024-07-16,24.2,34.6,28.6,66.0,0.0,7.0,5.0,350.0,1.0,1,0.0,0.0
2024-07-16,25.9,32.0,27.3,82.0,0.0,3.0,4.4,275.1,1.0,1,0.0,0.0
2024-07-17,24.0,33.2,28.5,72.0,0.0,7.0,4.0,50.0,2.0,0,1.0,0.0
2024-07-17,26.0,32.0,28.0,79.0,0.0,2.7,4.0,273.9,1.0,1,0.0,0.0
2024-07-18,26.0,33.0,29.5,69.0,0.0,6.5,4.0,360.0,2.0,1,0.0,0.0
2024-07-18,26.4,32.4,28.7,80.0,0.0,3.8,4.1,302.2,1.0,1,0.0,0.0
2024-07-19,26.6,33.4,29.2,69.0,0.0,4.8,4.0,50.0,1.0,1,0.0,0.0
2024-07-19,26.2,32.0,28.4,79.0,0.0,3.7,3.7,297.7,1.0,1,0.0,0.0
2024-07-20,25.6,33.4,28.6,67.0,0.0,4.4,4.0,360.0,2.0,1,0.0,0.0
2024-07-20,26.1,32.9,28.6,77.0,0.0,4.8,3.7,290.8,1.0,1,0.0,0.0
2024-07-21,26.0,34.4,29.4,67.0,0.0,7.0,5.0,350.0,1.0,1,0.0,0.0
2024-07-21,26.2,32.0,28.4,81.0,0.0,4.4,3.7,296.5,1.0,1,0.0,0.0
2024-07-22,25.0,33.6,28.7,73.0,0.0,6.0,4.0,360.0,1.0,1,0.0,0.0
2024-07-22,26.6,33.0,29.4,77.0,0.0,3.6,4.3,257.5,1.1,1,0.0,0.0
2024-07-23,26.6,32.6,28.9,66.0,0.0,6.6,5.0,320.0,2.0,1,0.0,0.0
2024-07-23,26.9,32.6,29.1,80.0,0.0,4.1,4.1,284.7,1.0,1,0.0,0.0
2024-07-24,26.4,32.8,29.0,75.0,0.0,5.6,4.1,295.2,1.0,1,0.0,0.0
2024-07-24,26.8,32.6,29.0,70.0,0.0,6.4,4.0,300.0,1.0,1,0.0,0.0
2024-07-25,26.1,32.8,28.7,74.0,0.0,5.8,4.1,306.3,1.0,1,0.0,0.0
2024-07-25,25.0,32.0,28.4,72.0,0.0,3.2,3.0,310.0,1.0,1,0.0,0.0
2024-07-26,26.1,32.4,28.3,78.0,0.0,1.8,4.2,256.7,1.0,1,0.0,0.0
2024-07-26,26.2,33.2,28.9,71.0,0.0,3.6,4.0,360.0,1.0,1,0.0,0.0
2024-07-27,26.0,32.0,28.1,78.0,0.0,2.7,4.0,273.7,1.0,1,0.0,0.0
2024-07-27,26.4,34.4,29.5,69.0,0.0,4.2,5.0,360.0,1.0,1,0.0,0.0
2024-07-28,25.0,32.4,29.0,72.0,0.0,6.5,3.0,330.0,1.0,1,0.0,0.0
2024-07-28,26.1,32.9,28.7,78.0,0.0,2.3,4.3,273.2,1.0,1,0.0,0.0
2024-07-29,26.4,34.0,29.3,68.0,0.0,6.2,3.0,70.0,1.0,1,0.0,0.0
2024-07-29,26.1,32.9,28.7,78.0,0.0,2.3,4.3,273.2,1.0,1,0.0,0.0
2024-07-30,26.2,32.5,28.8,78.0,0.0,3.1,4.3,297.5,1.0,1,0.0,0.0
2024-07-30,26.2,33.6,29.3,69.0,0.0,6.5,7.0,360.0,1.0,1,0.0,0.0
2024-07-31,26.8,33.6,29.4,72.0,0.0,7.0,3.0,340.0,1.0,1,0.0,0.0
2024-07-31,26.4,32.7,29.0,77.0,0.0,5.3,3.9,297.6,1.0,1,0.0,0.0
2024-08-01,27.2,33.0,28.7,77.0,0.0,7.0,7.0,360.0,2.0,1,0.0,0.0
2024-08-02,25.0,32.6,28.8,75.0,7.1,0.6,5.0,320.0,1.0,1,0.0,0.0
2024-08-03,25.4,33.6,28.6,78.0,2.6,5.4,3.0,40.0,1.0,1,0.0,0.0
2024-08-04,26.6,33.4,29.3,75.0,0.0,7.0,5.0,10.0,1.0,1,0.0,0.0
2024-08-05,26.2,31.6,28.5,74.0,5.0,7.1,6.0,320.0,2.0,1,0.0,0.0
2024-08-06,26.2,33.8,29.2,69.0,0.0,2.5,5.0,360.0,1.0,1,0.0,0.0
2024-08-07,25.0,33.2,28.9,72.0,0.0,7.0,7.0,330.0,1.0,1,0.0,0.0
2024-08-08,27.0,33.6,29.4,68.0,0.0,7.0,3.0,110.0,1.0,1,0.0,0.0
2024-08-09,27.0,35.2,29.7,70.0,0.0,2.5,3.0,360.0,1.0,1,0.0,0.0
2024-08-10,25.0,33.8,29.5,72.0,0.0,7.0,3.0,20.0,1.0,1,0.0,0.0
2024-08-11,26.6,31.8,29.1,71.0,0.0,7.2,8.0,340.0,2.0,1,0.0,0.0
2024-08-12,26.6,33.0,29.0,62.0,0.0,5.4,5.0,320.0,1.0,1,0.0,0.0
2024-08-13,24.8,34.8,29.0,61.0,0.0,5.3,3.0,130.0,1.0,1,0.0,0.0
2024-08-14,25.0,34.4,29.3,68.0,0.0,7.3,2.0,110.0,1.0,0,1.0,0.0
2024-08-15,26.2,33.4,29.2,69.0,0.0,7.3,6.0,320.0,1.0,1,0.0,0.0
2024-08-16,27.0,33.4,29.0,69.0,0.0,6.5,4.0,290.0,1.0,1,0.0,0.0
2024-08-17,27.0,33.2,29.4,69.0,0.0,4.5,5.0,320.0,1.0,1,0.0,0.0
2024-08-18,25.0,33.6,29.0,72.0,0.0,4.0,4.0,330.0,1.0,1,0.0,0.0
2024-08-19,26.6,32.6,29.1,73.0,0.0,7.2,4.0,320.0,1.0,1,0.0,0.0
2024-08-20,26.4,33.4,28.8,76.0,0.0,7.5,6.0,320.0,1.0,1,0.0,0.0
2024-08-21,26.8,33.6,29.1,74.0,0.0,6.0,5.0,330.0,1.0,1,0.0,0.0
2024-08-22,25.0,33.4,29.1,73.0,0.0,6.8,4.0,310.0,1.0,1,0.0,0.0
2024-08-23,26.6,32.0,28.8,76.0,0.0,6.0,4.0,280.0,1.0,1,0.0,0.0
2024-08-24,26.4,32.6,28.5,73.0,0.0,6.0,5.0,360.0,1.0,1,0.0,0.0
2024-08-25,26.6,33.6,28.7,68.0,0.0,7.0,7.0,350.0,1.0,1,0.0,0.0
2024-08-26,26.0,32.8,29.4,70.0,0.0,7.0,6.0,320.0,2.0,1,0.0,0.0
2024-08-27,26.6,33.4,29.1,71.0,0.0,7.4,6.0,340.0,1.0,1,0.0,0.0
2024-08-28,26.8,33.4,28.7,64.0,0.0,7.5,7.0,330.0,2.0,1,0.0,0.0
2024-08-29,27.0,33.6,30.4,65.0,0.0,7.0,5.0,320.0,1.0,1,0.0,0.0
2024-08-30,25.0,33.2,28.8,67.0,0.0,4.2,6.0,330.0,1.0,1,0.0,0.0
2024-08-31,26.4,33.4,28.6,70.0,0.0,3.5,6.0,320.0,1.0,1,0.0,0.0
2024-09-01,26.6,33.4,29.0,71.0,0.0,8.0,4.0,330.0,1.0,1,0.0,0.0
2024-09-02,27.0,33.6,30.0,74.0,0.0,7.0,3.0,300.0,0.0,1,0.0,0.0
2024-09-03,26.0,33.0,29.3,72.0,0.0,6.9,5.0,330.0,2.0,1,0.0,0.0
2024-09-04,27.2,34.6,30.1,64.0,0.0,6.2,3.0,50.0,1.0,1,0.0,0.0
2024-09-05,27.6,33.4,30.1,66.0,0.0,7.0,4.0,300.0,1.0,1,0.0,0.0
2024-09-06,27.6,35.4,30.6,67.0,0.0,6.8,3.0,330.0,1.0,1,0.0,0.0
2024-09-07,26.0,35.2,30.4,64.0,0.0,7.0,4.0,120.0,2.0,1,0.0,0.0
2024-09-08,27.4,34.8,30.1,67.0,0.0,8.0,12.0,330.0,2.0,1,0.0,0.0
2024-09-09,28.0,33.0,28.6,74.0,0.0,7.9,8.0,320.0,2.0,1,0.0,0.0
2024-09-10,25.8,31.6,28.0,80.0,22.4,6.5,4.0,320.0,1.0,1,0.0,0.0
2024-09-11,25.0,34.2,29.6,67.0,0.0,1.6,5.0,120.0,1.0,1,0.0,0.0
2024-09-12,26.8,32.8,28.9,74.0,0.0,4.1,6.0,230.0,2.0,1,0.0,0.0
2024-09-13,24.0,32.4,27.6,79.0,48.7,4.9,7.0,90.0,1.0,1,0.0,0.0
2024-09-14,25.0,33.6,28.9,66.0,0.0,5.8,7.0,340.0,1.0,1,0.0,0.0
2024-09-15,25.0,33.6,28.8,69.0,0.0,5.0,4.0,340.0,1.0,1,0.0,0.0
2024-09-16,26.2,33.6,29.0,67.0,0.0,7.9,5.0,310.0,2.0,1,0.0,0.0
2024-09-17,26.8,33.6,28.8,65.0,0.0,6.5,4.0,310.0,2.0,0,-0.7,0.7
2024-09-18,26.0,33.2,28.3,67.0,0.0,5.0,8.0,320.0,2.0,1,0.0,0.0
2024-09-19,25.0,32.6,28.5,62.0,0.0,7.9,4.0,320.0,1.0,1,0.0,0.0
2024-09-20,26.4,32.6,29.1,71.0,0.0,8.0,5.0,320.0,1.0,1,0.0,0.0
2024-09-21,27.0,33.2,29.4,71.0,0.0,7.6,4.0,360.0,2.0,1,0.0,0.0
2024-09-22,27.2,34.4,29.8,76.0,0.0,8.0,5.0,340.0,1.0,1,0.0,0.0
2024-09-23,26.0,33.4,29.9,76.0,0.0,3.6,3.0,120.0,1.0,1,0.0,0.0
2024-09-24,26.4,33.4,28.0,82.0,0.0,4.5,5.0,150.0,1.0,1,0.0,0.0
2024-09-25,26.4,33.4,27.3,80.0,2.0,2.3,5.0,320.0,1.0,1,0.0,0.0
2024-09-26,23.6,33.0,27.6,81.0,44.4,6.2,8.0,300.0,1.0,1,0.0,0.0
2024-09-27,25.0,33.6,28.7,81.0,55.0,6.0,3.0,80.0,0.0,1,0.0,0.0
2024-09-28,25.6,34.6,30.6,73.0,0.0,8.0,5.0,60.0,2.0,1,0.0,0.0
2024-09-29,27.6,34.4,30.1,73.0,0.0,6.3,3.0,120.0,1.0,1,0.0,0.0
2024-09-30,27.2,34.6,30.1,71.0,0.0,7.0,3.0,70.0,1.0,1,0.0,0.0
2024-11-01,27.4,35.0,30.3,68.0,0.0,6.3,3.0,330.0,1.0,1,0.0,0.0
2024-11-02,26.0,34.6,28.9,79.0,0.0,2.6,10.0,320.0,2.0,1,0.0,0.0
2024-11-03,25.6,32.8,27.7,79.0,24.5,6.2,5.0,320.0,1.0,1,0.0,0.0
2024-11-04,25.0,31.4,27.6,82.0,18.4,5.1,3.0,30.0,1.0,1,0.0,0.0
2024-11-05,25.2,33.6,28.6,78.0,0.0,2.8,6.0,320.0,2.0,1,0.0,0.0
2024-11-06,25.0,33.4,29.3,73.0,14.5,6.0,5.0,100.0,1.0,1,0.0,0.0
2024-11-07,26.8,33.4,29.5,75.0,0.0,3.5,4.0,300.0,1.0,1,0.0,0.0
2024-11-08,26.8,33.8,30.0,70.0,0.0,3.5,4.0,300.0,1.0,1,0.0,0.0
2024-11-09,27.8,33.6,29.1,76.0,0.0,5.7,3.0,320.0,1.0,1,0.0,0.0
2024-11-10,25.0,33.2,28.7,77.0,0.0,4.9,4.0,300.0,1.0,1,0.0,0.0
2024-11-11,27.2,33.4,28.6,79.0,0.0,3.3,5.0,330.0,1.0,1,0.0,0.0
2024-11-12,25.4,31.8,28.3,80.0,5.6,2.8,3.0,320.0,1.0,1,0.0,0.0
2024-11-13,26.4,34.8,29.6,74.0,1.2,2.4,5.0,310.0,1.0,1,0.0,0.0
2024-11-14,26.0,34.6,30.0,76.0,0.0,4.6,5.0,320.0,1.0,1,0.0,0.0
2024-11-15,27.2,34.4,30.0,73.0,0.0,5.0,4.0,10.0,1.0,1,0.0,0.0
2024-11-16,27.8,32.4,28.6,84.0,1.0,3.5,4.0,320.0,1.0,1,0.0,0.0
2024-11-17,26.2,33.6,29.6,78.0,7.2,1.2,5.0,310.0,1.0,1,0.0,0.0
2024-11-18,26.0,32.8,28.6,83.0,17.8,3.4,6.0,320.0,2.0,1,0.0,0.0
2024-11-19,26.8,34.0,29.2,78.0,0.0,5.8,5.0,320.0,1.0,1,0.0,0.0
2024-11-20,26.2,33.6,29.5,75.0,8.0,4.4,4.0,250.0,1.0,1,0.0,0.0
2024-11-21,26.8,33.2,29.7,75.0,0.0,4.2,7.0,330.0,1.0,1,0.0,0.0
2024-11-22,25.0,34.4,29.4,74.0,0.0,5.6,6.0,270.0,2.0,1,0.0,0.0
2024-11-23,26.6,34.4,29.0,77.0,0.0,5.5,3.0,270.0,1.0,1,0.0,0.0
2024-11-24,26.4,35.2,29.6,73.0,0.0,2.4,5.0,310.0,1.0,1,0.0,0.0
2024-11-25,27.0,34.0,30.1,72.0,0.0,3.8,6.0,250.0,2.0,1,0.0,0.0
2024-11-26,26.0,34.0,28.9,76.0,0.0,3.1,5.0,330.0,1.0,1,0.0,0.0
2024-11-27,27.2,32.6,29.0,79.0,1.6,5.5,6.0,340.0,1.0,1,0.0,0.0
2024-11-28,25.4,33.8,29.4,72.0,50.0,2.3,5.0,240.0,2.0,0,-1.0,-0.0
2024-11-29,26.4,35.0,29.8,67.0,0.6,2.0,10.0,260.0,2.0,1,0.0,0.0
2024-11-30,25.0,35.2,30.4,66.0,0.0,0.9,5.0,230.0,2.0,0,-1.0,-0.0
2024-12-01,27.6,35.4,30.4,68.0,0.6,2.5,6.0,220.0,3.0,0,-0.7,-0.7
2024-12-02,26.4,35.2,29.3,72.0,5.0,6.8,8.0,100.0,3.0,0,-1.0,-0.0
2024-12-03,26.0,31.4,27.3,79.0,26.0,1.4,6.0,270.0,2.0,1,0.0,0.0
2024-12-04,25.0,30.0,27.1,83.0,4.0,0.5,5.0,250.0,2.0,0,-1.0,-0.0
2024-12-05,25.0,32.2,27.7,82.0,10.4,0.0,5.0,260.0,1.0,1,0.0,0.0
2024-12-06,25.2,29.6,27.1,86.0,48.2,1.5,3.0,200.0,0.0,1,0.0,0.0
2024-12-07,25.4,31.6,27.7,87.0,17.5,0.2,3.0,330.0,0.0,1,0.0,0.0
2024-12-08,25.0,32.0,28.2,82.0,30.4,1.4,5.0,320.0,1.0,1,0.0,0.0
2024-12-09,26.0,32.0,27.5,85.0,0.0,1.5,3.0,30.0,0.0,1,0.0,0.0
2024-12-10,25.4,31.8,27.7,82.0,26.0,0.0,6.0,260.0,3.0,0,-1.0,-0.0
2024-12-11,26.4,33.8,29.7,71.0,0.7,0.3,5.0,320.0,1.0,1,0.0,0.0
2024-12-12,25.0,34.4,29.7,69.0,1.0,2.4,6.0,250.0,2.0,0,-1.0,-0.0
2024-12-13,27.2,32.4,30.1,68.0,0.0,4.0,4.0,320.0,1.0,1,0.0,0.0
2024-12-14,27.0,32.2,28.4,75.0,0.0,3.1,7.0,220.0,2.0,0,-1.0,-0.0
2024-12-15,27.2,32.8,28.3,78.0,0.0,0.2,3.0,300.0,1.0,1,0.0,0.0
2024-12-16,25.2,31.0,28.4,79.0,18.5,0.3,4.0,220.0,1.0,1,0.0,0.0
2024-12-17,25.4,32.2,28.3,82.0,6.5,0.5,3.0,180.0,1.0,1,0.0,0.0
2024-12-18,25.4,33.4,29.1,72.0,17.3,2.0,4.0,300.0,2.0,0,-1.0,-0.0
2024-12-19,26.0,32.0,28.1,82.0,1.2,4.2,5.0,220.0,1.0,1,0.0,0.0
2024-12-20,25.0,32.0,28.1,82.0,56.0,1.9,3.0,230.0,1.0,1,0.0,0.0
2024-12-21,25.6,31.4,28.1,81.0,10.2,2.6,6.0,270.0,2.0,1,0.0,0.0
2024-12-22,25.6,30.6,27.8,87.0,19.0,1.6,4.0,330.0,1.0,1,0.0,0.0
2024-12-23,26.0,30.0,26.9,93.0,43.8,2.5,4.0,300.0,1.0,1,0.0,0.0
2024-12-24,24.4,31.4,28.0,79.0,17.0,0.0,3.0,330.0,1.0,1,0.0,0.0
2024-12-25,25.4,31.4,27.9,86.0,3.4,0.6,3.0,280.0,1.0,1,0.0,0.0
2024-12-26,26.0,33.6,29.4,74.0,8.2,0.0,6.0,240.0,1.0,1,0.0,0.0
2024-12-27,25.2,32.4,29.2,78.0,0.0,1.2,5.0,280.0,2.0,1,0.0,0.0
2024-12-28,27.2,34.2,30.0,70.0,0.0,3.8,4.0,300.0,2.0,1,0.0,0.0
2024-12-29,27.8,33.0,29.7,73.0,0.0,3.0,3.0,270.0,1.0,1,0.0,0.0
2024-12-30,24.8,32.4,28.4,76.0,1.0,1.8,6.0,240.0,2.0,0,-0.7,-0.7
2024-12-31,25.2,32.4,28.4,76.0,1.6,2.4,5.0,270.0,2.0,0,-1.0,-0.0
2025-01-01,26.4,32.4,29.1,75.0,0.0,5.6,5.0,290.0,2.0,0,-1.0,-0.0
2025-01-02,27.0,33.0,29.2,75.0,0.0,2.5,7.0,300.0,1.0,1,0.0,0.0
2025-01-03,25.0,32.0,28.5,76.0,0.0,6.9,13.0,31.0,2.0,1,0.0,0.0
2025-01-04,26.6,34.6,30.1,65.0,0.0,2.4,4.0,260.0,1.0,1,0.0,0.0
2025-01-05,26.0,34.2,28.7,78.0,0.0,2.1,4.0,250.0,1.0,1,0.0,0.0
2025-01-06,25.2,33.4,28.6,77.0,18.4,3.4,5.0,300.0,1.0,1,0.0,0.0
2025-01-07,26.0,33.4,29.3,75.0,0.0,5.5,5.0,310.0,2.0,1,0.0,0.0
2025-01-08,25.2,32.4,28.1,83.0,9.0,1.7,5.0,320.0,1.0,1,0.0,0.0
2025-01-09,24.2,30.4,26.5,88.0,71.0,3.9,3.0,250.0,1.0,1,0.0,0.0
2025-01-10,24.8,32.2,28.6,78.0,6.5,0.2,6.0,280.0,1.0,1,0.0,0.0
2025-01-11,24.8,31.6,27.9,83.0,23.2,1.6,4.0,260.0,1.0,1,0.0,0.0
2025-01-12,25.0,33.2,28.9,73.0,2.0,3.7,4.0,250.0,1.0,1,0.0,0.0
2025-01-13,26.8,31.0,28.5,79.0,0.0,3.0,4.0,280.0,2.0,0,-1.0,-0.0
2025-01-14,26.6,30.0,26.9,88.0,29.2,1.8,5.0,320.0,1.0,1,0.0,0.0
2025-01-15,24.2,33.0,28.3,79.0,18.0,0.3,5.0,300.0,2.0,0,-0.7,-0.7
2025-01-16,24.0,31.2,29.1,75.0,0.0,4.1,4.0,220.0,2.0,0,-1.0,-0.0
2025-01-17,27.0,32.0,28.8,79.0,0.0,2.5,4.0,280.0,1.0,1,0.0,0.0
2025-01-18,24.0,32.0,27.0,86.0,38.5,4.2,3.0,260.0,1.0,1,0.0,0.0
2025-01-19,24.6,32.0,29.3,75.0,6.4,1.5,5.0,310.0,2.0,0,-1.0,-0.0
2025-01-20,24.4,31.0,25.7,92.0,29.2,5.8,3.0,270.0,1.0,1,0.0,0.0
2025-01-21,24.0,30.4,26.8,87.0,60.0,0.3,4.0,290.0,1.0,1,0.0,0.0
2025-01-22,24.6,31.4,27.4,82.0,22.1,0.2,3.0,280.0,1.0,1,0.0,0.0
2025-01-23,25.0,31.8,28.2,78.0,0.0,1.2,3.0,280.0,1.0,1,0.0,0.0
2025-01-24,25.0,31.2,28.1,81.0,0.0,1.1,3.0,250.0,1.0,1,0.0,0.0
2025-01-25,25.6,32.0,27.3,83.0,2.0,2.0,4.0,280.0,1.0,1,0.0,0.0
2025-01-26,26.0,32.8,28.4,80.0,0.0,1.2,4.0,230.0,1.0,1,0.0,0.0
2025-01-27,25.0,30.6,28.0,77.0,0.5,3.8,3.0,230.0,1.0,1,0.0,0.0
2025-01-28,26.4,28.4,27.2,86.0,0.0,0.0,3.0,310.0,1.0,1,0.0,0.0
2025-01-29,23.8,29.8,26.9,85.0,184.8,0.0,6.0,260.0,2.0,0,-1.0,-0.0
2025-01-30,24.2,30.2,27.5,80.0,8.3,0.0,5.0,290.0,2.0,1,0.0,0.0
2025-01-31,24.4,31.4,27.6,84.0,9.5,4.7,6.0,260.0,2.0,0,-1.0,-0.0
2025-02-01,25.4,31.0,28.4,78.0,1.0,2.2,3.0,280.0,1.0,0,-1.0,-0.0
2025-02-02,25.0,30.4,28.5,82.0,1.3,1.0,5.0,330.0,2.0,0,-0.7,0.7
2025-02-03,27.4,30.4,28.8,79.0,0.0,1.6,3.0,30.0,1.0,1,0.0,0.0
2025-02-04,26.8,31.6,28.2,83.0,0.0,0.0,6.0,230.0,1.0,1,0.0,0.0
2025-02-05,25.0,31.4,28.1,78.0,1.0,0.0,6.0,270.0,2.0,0,-1.0,-0.0
2025-02-06,26.2,31.2,28.5,77.0,13.8,6.5,5.0,300.0,2.0,1,0.0,0.0
2025-02-07,25.0,31.4,28.1,82.0,8.4,2.0,4.0,320.0,1.0,1,0.0,0.0
2025-02-08,23.6,31.8,26.9,84.0,75.3,4.6,3.0,250.0,1.0,1,0.0,0.0
2025-02-09,25.0,30.4,28.2,79.0,0.3,1.8,5.0,280.0,1.0,1,0.0,0.0
2025-02-10,26.2,31.0,27.9,80.0,1.7,4.8,3.0,280.0,1.0,1,0.0,0.0
2025-02-11,25.0,31.4,28.2,82.0,1.1,2.6,4.0,300.0,1.0,1,0.0,0.0
2025-02-12,26.2,33.4,28.7,81.0,0.8,3.4,4.0,320.0,1.0,1,0.0,0.0
2025-02-13,26.2,35.6,30.4,70.0,0.0,6.4,4.0,280.0,1.0,1,0.0,0.0
2025-02-14,25.2,33.4,29.2,76.0,0.0,7.4,7.0,250.0,2.0,0,-0.7,-0.7
2025-02-15,27.0,30.4,28.6,79.0,1.0,3.7,5.0,280.0,1.0,1,0.0,0.0
2025-02-16,27.0,32.6,28.8,78.0,1.6,6.1,4.0,220.0,1.0,1,0.0,0.0
2025-02-17,25.0,32.0,26.6,89.0,0.6,2.3,2.0,230.0,1.0,1,0.0,0.0
2025-02-18,24.8,32.0,27.0,86.0,27.9,0.2,5.0,270.0,1.0,1,0.0,0.0
2025-02-19,25.2,31.0,27.4,85.0,5.0,0.5,3.0,240.0,1.0,1,0.0,0.0
2025-02-20,24.0,31.6,27.2,83.0,18.6,3.8,6.0,290.0,1.0,1,0.0,0.0
2025-02-21,24.2,31.4,28.5,79.0,0.0,6.7,5.0,290.0,2.0,1,0.0,0.0
2025-02-22,26.6,30.0,27.6,85.0,2.0,1.6,3.0,340.0,1.0,1,0.0,0.0
2025-02-23,24.0,29.4,27.1,85.0,5.5,0.2,3.0,310.0,1.0,1,0.0,0.0
2025-02-24,24.2,31.2,27.3,87.0,87.7,0.4,4.0,270.0,1.0,1,0.0,0.0
2025-02-25,25.2,32.0,28.0,80.0,0.2,3.5,4.0,340.0,1.0,1,0.0,0.0
2025-02-26,25.0,30.0,27.6,82.0,0.0,2.4,2.0,300.0,1.0,1,0.0,0.0
2025-02-27,26.0,31.4,28.2,81.0,0.0,0.6,4.0,230.0,1.0,1,0.0,0.0
2025-02-28,25.4,32.6,28.5,80.0,8.4,6.2,4.0,300.0,1.0,1,0.0,0.0
2025-03-01,25.0,32.0,28.6,79.0,2.0,5.3,3.0,340.0,1.0,1,0.0,0.0
2025-03-02,26.4,32.0,28.9,81.0,0.0,8.0,5.0,300.0,2.0,1,0.0,0.0
2025-03-03,25.8,32.6,28.5,81.0,0.0,4.4,3.0,50.0,1.0,1,0.0,0.0
2025-03-04,24.2,30.6,27.5,83.0,40.5,0.0,3.0,300.0,1.0,1,0.0,0.0
2025-03-05,25.4,33.4,28.9,78.0,15.9,0.0,3.0,320.0,1.0,1,0.0,0.0
2025-03-06,26.2,34.0,29.6,76.0,0.0,2.4,5.0,300.0,1.0,1,0.0,0.0
2025-03-07,24.2,33.2,29.3,72.0,9.1,0.4,4.0,250.0,1.0,1,0.0,0.0
2025-03-08,26.4,32.4,28.4,78.0,3.0,0.0,5.0,310.0,2.0,1,0.0,0.0
2025-03-09,26.0,32.8,28.7,78.0,3.7,0.0,4.0,290.0,1.0,1,0.0,0.0
2025-03-10,25.0,31.2,28.5,78.0,0.0,0.0,3.0,100.0,1.0,1,0.0,0.0
2025-03-11,26.4,32.2,28.8,78.0,0.0,1.2,5.0,290.0,1.0,1,0.0,0.0
2025-03-12,26.6,33.6,29.6,74.0,0.0,3.2,4.0,300.0,1.0,1,0.0,0.0
2025-03-13,25.0,32.4,29.4,76.0,0.0,3.7,5.0,280.0,1.0,1,0.0,0.0
2025-03-14,26.6,34.6,29.0,73.0,0.0,2.5,5.0,300.0,2.0,0,-1.0,-0.0
